mae_q50,rmse_q50,mape_q50,smape_q50,coverage_rate,range_width,range_width_pct,directional_accuracy
0.03172907485096718,0.04853933164795168,0.9220417083658073,3.4847407252694462,0.0,0.0,0.0,0.5588235294117647
